,battle_id,url
129,NCEUCOKHME,https://hera-public-files.azureedge.net/public-images/loolymk/b03ff5a3790c45c6a9073e6ed0f1dc2d.original.jpg
130,NF6JDHPRBK,https://hera-public-files.azureedge.net/public-images/x7zEn/e97e3861b4d34acaa4c4ce1a855f0377.original.jpg
131,5L2B6VP910,https://hera-public-files.azureedge.net/public-images/Pattriiotz/0875d6e941e04ee4ac5a6573b211171f.original.jpg
132,5LD7VJPXB0,https://hera-public-files.azureedge.net/public-images/fars_xd/020338ea14ad493ca52350622d5e5060.original.jpg
133,5L2B6E16QI,https://hera-public-files.azureedge.net/public-images/Pattriiotz/5507599027914944afe4d0783fc757a1.original.jpg
134,5PZCXLF0YU,https://hera-public-files.azureedge.net/public-images/iNo7/47b67381e4a74d9ab15cf74925484ce4.original.jpg
135,6591B1A7DF,https://hera-public-files.azureedge.net/public-images/RANK/0eb9cb8751d1486d8cc15fba980feac4.original.jpg
136,6591B1A7DF,https://hera-public-files.azureedge.net/public-images/RANK/3cd0e56fba304547ac8dbda817320be7.original.jpg
137,NLNHZEG01U,https://hera-public-files.azureedge.net/public-images/xAzaMz/458125d92a924c8bbb4c71b10b0ca50b.original.jpg
138,NQQMJZ61O0,https://hera-public-files.azureedge.net/public-images/SPYY/fe95eaf346dc4152af22d3eefccaaad1.original.jpg
139,NQQMJZ61O0,https://hera-public-files.azureedge.net/public-images/SPYY/9cc2e345eaa64a729837ee21bf2b552a.original.jpg
140,NUBFX0UGE0,https://hera-public-files.azureedge.net/public-images/halak/3c13a8a9f0e64534920f3e41984bd409.original.jpg
141,NT5VZKOLFE,https://hera-public-files.azureedge.net/public-images/iSTC/883efac7255a4f7590c103b503ddf88f.original.jpg
142,NT5VZKOLFE,https://hera-public-files.azureedge.net/public-images/iSTC/5c14244a2dce4f6d975e4de9ac31efa1.original.jpg
143,6NPUZPKXS0,https://hera-public-files.azureedge.net/public-images/xAzaMz/d12d9a15ebea460d99f418db8b9cc132.original.jpg
144,6NPUZPKXS0,https://hera-public-files.azureedge.net/public-images/xAzaMz/4ff992c676654c7f8cf7eddbd6d2cec9.original.jpg
145,6MT5BC8N3K,https://hera-public-files.azureedge.net/public-images/yt_hamza_gamer99/edc64c27ed744eaf85d2da964928a243.original.jpg
146,6MT5BC8N3K,https://hera-public-files.azureedge.net/public-images/yt_hamza_gamer99/4d55007c055e4c39aa5e78a852429840.original.jpg
147,O9ON3ACENK,https://hera-public-files.azureedge.net/public-images/x3zo5/7f2927ccd5714a84a759d04bd46ca08a.original.jpg
148,OARBZOP7AE,https://hera-public-files.azureedge.net/public-images/rGiw/11ba50c109da4d1cbc6b2ae41c10e091.original.jpg
149,7580B8885D,https://hera-public-files.azureedge.net/public-images/kaja_o1/bcee188238af4351aeb53432068fb5f6.original.png
150,7580B8885D,https://hera-public-files.azureedge.net/public-images/kaja_o1/62d0c2918c194bb097e6e375119b5580.original.png
151,ODI7GRJDK,https://hera-public-files.azureedge.net/public-images/tooki134/1aeb4dd8ced348ed8cdb8a0860813464.original.jpg
